order_id,products
789749,27033 16797 14111 20842 24852 47815 24427 6631 49176 19604 27288 17122 1069 33357 30850 16826 26172 7600 8390 47940 6128 32465 35124 14726 1263 41565 30696 9076 35042 25869 3696 47079 28199
789878,None
789907,3675
789957,24852 11123 42265 30489 28226 46676 30169 28204 42828 32655 27845 36695 22035 4960 2344 260 47492 12644 14084 7099 45603 22224 33407 5450 49215 9839 46485 45309 8174
790155,24852 47626 8475 33090 26826
790188,47766 30169 44632 28985 40063 20842
790201,39450
790221,24852 47766 14897 10151 18019 5782
790383,33754 4957 5550 6361 24852 27845 35147 38622 11440
790427,None
790491,12427
790538,32478 13176 26553 10326
790591,13176 12069 30169 5959 2611 49610 21616 31717 28199 43014 21903 21195 11140 41950 46346 11440 33857 40146 20114
790643,13176 47766 10314 38456 6341
790658,13807 21137 24852 11494 21903 7035 47766 40706 37935 28199 30391 19057 24799 5212 26209 24235 8309
790770,24852 40571 49610 33351
790854,14947 44632 13176 4920 30233 28204 47766 28745 20119 24838 27521 21616 24964 49683
790896,24852 21903 47766 46676
790911,24852 27845 8277 30839
790956,5068 8048
790970,24852 47766 20114 28842 20520 26604 15028 31623 22142
790977,21137 47141 27845 13176 41665 47601 31720
791014,31720 13176 42445 24964
791088,43352 6184
791098,47209 21616
791106,18418 12276 28199 14164
791232,23909 28204 15483 5818 27196
791255,None
791285,43295 25138
791319,10831 7781 34812 5612 18027 16715 38608
791353,28934 25146 8518 24852
791366,14764 15795 19611
791407,None
791532,44632 47672 11520 27344 9339 37276 24852 8518 21267 18232
791685,3765 48041 24852 31717 34969 5535 37158 32446 38456 27966 29373 18027 6128
791827,13176 49610 44008 47626 22035 45374 47209 31915 46900
791866,13176 12341 27521 47144 21903 47652 21543 46802 49075 48130 48186
791929,21070 28985 42244 8518 24852 2966
792121,1710 46906 26201 47626 13176 29474 13062 11452 30443
792139,16262 8174 7485 33156 6948 13093 30391 38383 975 16973 29439
792170,45747 44632 12576 35914
792311,44632 17652 35628 49520
792330,16234 13176 45188 47766
792395,31808 21694 16797 47626
792440,47766 16797
792465,44910 19068 24184 43504 5020 8424 44310
792512,2210 4269 40604 44910 10814
792584,41950 48132
792766,24852 27086 7533 3990 44156 33791 21333 18523 7992 40310
792807,25380 29848 28931 33026 47141
792824,40354 40223 45831 19368 41322
792845,48717
792847,20073 37250
792855,24852 30489 49235 8277 5646 27845
792859,20015 38777 3896
792897,None
792923,24852 47766 4793 44359 35221 21709 34169 8277 21560
792950,47209 27966
793003,44393 8297 26949 329 42615
793036,49610 24852 16290
793067,16696 44122 39581 11323 6427
793205,31964 22839 38192 27275 24413 43875
793240,8968 46676 46906 35221 21137 45066 25890
793385,32566
793432,37600
793450,19660 37067 26925 9839 13629 10749 21903
793462,24852 21408 17982 9839 9387 32636 19057 41220
793580,32478 35951 13176 42719 47626 47209 45066 45535 35883 17906 29603 47591 28993 8421
793624,8048 21903 15541 14689 21292
793636,27275 11361 25494 7881 20919 22736
793673,10326 39275 21137
793686,42585 47209 45570 39877 47626 26209 16759
793827,27845 47209 37067 26165 49235 9421 4957 35921 33787 21903 18926 45066 18523 11777
793860,5450 21903 45066 47626 30391 33731 38274
793898,19348 16797 26346 28204 42731 5176 33745 27845 22025 13179 46817
793952,19261 47766 6347
794029,196 29545
794080,21267
794131,6631
794200,21903 17207
794220,24852 26706 45104 33754 36766 38689 20900 4658
794242,20914 18376 47611
794289,19057 47209 42828 26324 10761
794290,13176 47766 30274 47516 30850
794294,16768 47209 11520 27966 22035 34844 21137 2966 26604 5876 26856 9741
794314,49282 32650
794443,10337 30489 45 27845 24010 33741 19057 26209 10749 21417 42768 40516 25890 16363 31717
794504,4920 39877 28204 47626
794591,34755
794593,16083
794671,12341 35886 11759
794796,24852 23322 29487 37040 20682 15003 15290 4605 41966 9076 45149
794834,47766 7544 24852 13425 45613 23219 18618 24184 6567 7371 27966 47144 33754 4957 9124 22035 21267 49518 13409
794910,27845 30561 38889 162 44310
794938,23484 41330
794961,39863 21903 25017 16797 5258 3298
794985,27985 7189 44862
795044,18234 41757 26209 22935 47209 30489 31717
795073,889 34050
795177,24852 45066 27845 47766 20345 24390 41959 22888 29594 7953 39850 18465 7781 42699 5077 11352 4920 31683
795201,7815 13176 19348 24703
795211,39649 20433 12333 16628
795254,37683 9075 24852
795256,23288 18234 45007 30489 48364 10385 8859 28985 3376 9839 8193
795336,22564 21704 16589 42840 31404 41699
795354,43631 9547 44177 32747 7533 8744
795419,9208 35353 35221 25197 2745 43352 1485 16797 11375 26505 21137 35762
795428,24838 8412
795435,29447 5646 13176 21137 5785 30233 43961
795439,39275
795492,27845 23909 12980 5578 30305 14992 10504 24622
795620,47209 38312 47626 31635 28842 15984 49683
795697,27247 40571 33754 38884 29820 10685 46541 20817 13176 13966 6348 49030 5785
795800,38529 35419 2966 27652
795811,16683 14385
795812,196 15324 39921 21410 8638 15424 22617 43459 42490
795889,20574 33787 4957 33754 24852 24561 31040 37687 8138 39409 18564 41047
795897,7004 44632 49235 11598 22556 46654 33198 36885
795921,24852 20327 5491 5450 13870 21903 38562 11513 47626 28476 11777 4920
796041,19348 24964 43192
796129,13176 47209 27845 19057 4472 3479 42562 35628 30776 5450 33120 21137 33847 42265 45007 18523 19019 43122
796217,432 44632 19660 47626 38739 30450 17191
796276,14947 12545 22713 13194 48370
796294,47059 30122 24852 42633
796325,24852 41787 27845 20082 3631 21813 16797 21903 38890 8424
796373,28427 37754 47167 22122 23293
796377,24024 44765
796472,7881 34027 432 45596
796474,24852 30450
796475,24852 42536 40198 47766 24846 19350 30849 9076 25010 13176
796558,None
796585,9411 22610 47672
796616,33000 9601
796647,22959 10673 48086 7980 1612 3389 34047 34234 234 1447 34063 36431 2120 9623
796855,35090 31635 44632 18689 1618 35221 38944 15984 46913 25533
796880,33873
796992,36346 22802 24959
797044,9387 47626 24114
797099,5077 13176 29447 43789 40310
797125,40486 7669 13245
797158,18564 19625 34217 43545
797175,24852 19057 18071
797200,21150 31981 30183 22619 31618
797213,8571 19660 16797 35383 28733 32478
797228,196 46061 20518 16714
797247,46088 39184 14302
797253,27730 45840 45603 24852 13176 28427 26209
797284,8174 39877 47209 3957 13176 19660
797297,17744 49683 616
797320,49224 39877 42768 24933 13176 38400 4671 40604
797352,24852 47977 48448 5771 10690
797426,11365 21292 25890 26881
797464,30352 27288 35507 32403 23082 19863 49319 48645 32465 29681 48144 5711 13654 22750 40543 13679 18288 42460 17122 33184 39352 29251 10673 34262 22955
797474,38768
797642,37646
797737,39170 4210 8590 11422 35430 25830 2493 39046 14875
797777,47766 47626 45007 47900 8424 46979 27104 30391 37687
797840,14947 14218
797966,13575 196 38928 37710 8843 6184 9387 21769 21573 43248 39657 46562 42265 13042
798018,16797 24852 28199 17122
798041,27344 35951 32648 37158
798050,30639 2748 7969 18465 21949 47591
798105,13176 47209 2078 18465 24759 23288 26209 27156 2086 35168
798111,27845 49235 33815 8277 26209 8479 41273 24852 20345 43014 44683 41593 3631 29370 651
798120,27156 26209 26604 18531 46667 27845
798148,8460 46572 25952 10749 45318 27336
798156,18023 41276 37919 6184
798259,39275 12427 16797 196 16714 40681
798278,21137 19763
798320,28420 39877
798326,27845 44570 13176 37067 47626 16797
798370,24852 16797 40706 47766 20842 49683 30489 14183 5750 47209
798490,12341
798541,27845 8436 27695 19019 44765 22825 40310 9430
798549,7026 19019 34230 27845 18606 5692 30233 48628 20307
798557,25204 34586 10957 10616 36011 34027 39275 27966 21333 9076 18534
798592,26795 12904 41488 12050 196 39581 11492 16419 38415 27398 15958 12087 43070 16703
798613,10032 18534 16797 48015 15872 23909 45009 49611
798617,None
798621,24852 4210 40198 17795 14010
798623,32740 13646 38531 47388 31040
798671,13176
798719,17170 11520 12606 16953 42887
798743,32478 33488 8193
798744,46820
798752,24838 8277 30795 42803
798839,12013 17444 41131
798888,None
798934,13176
798962,32478 17794 28985
799002,30776 25551 5450 24799 11520 3957 30117
799011,39032 49279
799166,28859 30776 21903 27966 19348 25146 31215 11140 45007 47209 30233 13176 18880
799230,None
799244,46667 44910
799256,24852 13176 42445
799259,20470 18699 4942 8180 46479
799285,3957 47209 13176 33809 18811 47629 47553 14633 12395 13198 23029 34380 21038 14992 15576 19677 45081 24010 38164 36758 8076 5646 21137 37417 10814
799358,48022
799363,43713 20392 5876
799379,8571 8048 16797 43352
799412,21137 12745 21903 47209 17652 43352 24852 38200 21927 18465 37890 42828 19261 8277 42244 38127
799457,47209 21137 27104 29447 11520 13176 33000 38689
799483,4472 28358 13176 30391 47209 41950 27104 27156 26209 28985 18479 42768
799539,13176 21903 47766 49520
799541,24852 34389 42633 27313 47438 8859 9076 5636 13870 30795 21447 18725 10613 28571
799634,None
799710,13176 21137 47766 17630 39108 40174 2748 16241 21903 19068 41515 46584
799726,13176 15937 34358 16249 47626 46206
799866,16083 43394 42445 44075 10246 30450
799905,19348 31683 44632 2390 12013 34969 45596 5782 29664 43821 43631 5077 35072
799964,24852 24838 13249 17758 21137 23219
799977,9804 30591
799987,24838 43352 16083 26604 20842 19173 13249 47626 11980 28849
800036,24852 10957 32478
800054,44683 19894 38159 39928 30776
800141,40706 41860 4920 21405 46667
800149,49235 24852 24010 42736 43352 46990 35221 21616 42265 34429
800181,13176 28204 49683 22825 38293 20119
800195,4210 46979 30169 47209 14764 41290 44987
800203,5258
800257,9405 20842 35547 31915 11182 40310
800409,13176 5258 20247 22935 7371 31766 47209 24852 21137 26209 21903 31236
800448,32655 46616 12020
800584,37158 40469 36207 18908 17948 5438 17183 37524 21616
800629,12916 44375 4605 14947
800656,None
800682,46676 258 8474
800698,19057 8174 35505 46979
800720,43116 27985 5385 26209 26002 2536
800722,10749
800747,47209 24852 21616 22959 30233 21137 21903 39877 37646 4920
800798,3957 44632 30192 5491 21903 46802 24852
800818,None
800905,19057 46676 5212 260 35986 39928 23140 41149 5876 35503 17083
800942,13176 38689 18288
800943,27966 8518 16797 39928 43654 24852 5077 39877
800980,31975 33313 49131 30696
801027,43631 20161 18102 5077 42215 48171 36431
801077,47766 13176 6948 30489 46906 12699 28204
801087,24852 39581 39041 32211 48596 31683 36763 47877
801268,49235 48004 23288 2876
801292,24852 32331 38241
801323,30827
801339,196 37710
801425,34789 10467 6532 24852 38238 28204
801667,33000 13870 31215 47209 28226 21137 37276 13176 27695 5491 36070 31513 16262 27608 18444 5922 49044 34217 4920 24838 37417 49235 42828 31720 14904 27521 42445 21162 30382 24852 31404 13984
801671,16083 11512 14947 21616 27521 47672
801677,24852 27845 33754 8087 5550 11710 47766 36076 32734 19478 38650 13535 25931 10504 42701 4920
801699,22242 24852 32519
801728,16797 13176
801734,1940 20591 22959 29594 37646 4920
801761,23909 24186 49683
801801,20345 26209 27966
801842,40174 21903 19677 26369 21872 21999 24964 21938 46667 20995 47766 48745 46969 47734 19261 37646 13629 35547 39877 9666 17794 22963 39984 14678 44359 41690 21137 13176 43933 30391
801847,13176 30489 21903 42265 32689 46979 33731 40604 781 21938 35887
801884,28985 22035 11520 47626 48628 12206 47223 24964 34126
801925,31608 17008 15100 16696 29553 34492 28204 31022 18987 23734
801938,18564
801945,13176 47717 19660 31231 25093 38293 31927 48395 4472 30382 16241 19057 18849 13702 5618 28985 34969 21137 3376 21295 34243 1117 4971 21614 5646
802047,14467 24852
802192,3800 32566 42736
802204,16797
802239,11642
802248,329 4799 19660 37022 30192 46820 41177 5479 21169 36164 5450 5491 49044 39275 39121 24964
802253,24852 24184 38293 47766 21903 28204 4605
802278,33198 13176 21405 20367 11005 30440 13984 12686
802376,43352
802575,49235 27845 33000 13176 17706
802608,34511 19145 32303 25890 24852 15937
802698,27086 24852 19057 21890
802713,26209 25931 15592 4799
802799,11520 31720 21903 35951 22035 42768 28985 28476 29127 47209 26209 33303
802824,41842 17149
802861,7916 13176 857 44359
802896,25134 21903 40593 47209 4799 11619
802933,48657 32100 38974 37011
802954,26131 37687 30391 8490 22825 18465 43768 22035
802981,6184 30633
802996,5479 12797 13176 8277 36695 24964 11710
802999,24852 47766 40516
803005,24852 10673 34931
803009,43772 27730 20285 37011 28156
803050,27845 24852 18531 18465
803060,21267 47209
803064,47766 8592
803115,24852 24235 40310 49683 4920 31717
803116,1194 45066
803183,40063 31663 12745 33722 31343 45066
803222,24852 38689 11140 47766 22035 2452 9339 35628 37646 21137 16154 4792 24184
803273,34213 13176 21137 27845 33000 23579 31404 14467 20995 6297
803280,7644 9810
803324,27845 13176 27090 5450 45007 36029 17704 32360 6361 49235 8518 31717
803353,32605 9507 29487 7698 8536
803405,10702
803424,24852 38264 47766 11140 47652 32429
803428,29928 3039 47931
803476,24852 33791 7533 38241 28204 44156 23296 33548 42372 10473 5640
803523,47209 43154 32655 28985 24799 30391 8518
803552,6532 30949 13176 35595 27690 42828 47209 29447 30561
803643,45603 47766 8592 41553 33240 21616 11520 20947
803649,47209 34126 8277 1463 21137 27521 45007 44533 37687
803721,25952 27196 33198
803743,13176 40709
803805,2717 22556 10957 29545 27730
803807,47144 28204 45570 24852 25890 9133 18370 46802
803932,27845 44632 40604 35951 19478 43122 11005 21903 35547 28849 30489 42768 6187 20574 42701
803960,29145
803970,27845 25653
804065,14218
804088,45007 3957 12935 5450 27086
804102,13176 6184 13032 19887 13575 45920 20940
804180,40742 32455
804292,37508
804323,24964 25890 11182 46979 41665 4799 27156
804398,24852 27966 39275 45116
804444,37646 21137 15290 17949 8424 4920 41177 27845 19057 18980
804503,48186 23763 1194 14233 24852 38318 5782
804512,40706
804515,33754 27086 16097 11925
804522,19057 47766 14947 20345 6482 26165 24852 22963 42265 21053 47672 49416
804617,42731 11492 40236 5793 44487
804619,36869 30489 5450 4957 33787 11844 38200 33754 14764
804623,17207 40199 16283
804629,47977
804662,24852 22935 49098 41588 48745
804686,1582 12159 14111 31808 21447 20877 44801 27189 432 23020 19171 23341 6887 18049
804728,37067 47953 14870 29326 33303 28058 49235 5653 27325 8277 47209 15995 44359 45007
804747,24964 37646 24852 4605
804759,8571 43352 9076 16797
804813,27511 3389 31608 47516 49520 852 18523 20876 7538 38241 27730
804847,13176 44632 5161 24964
804861,47877 13920
804909,21903 27509 26842 29487 35108
804946,5038 32566 33234
805101,13176 34658 19057 11777 33433 5450 41844 43154 24852 47209 21137 27249
805111,33234 24852 48004 20502
805112,37710
805207,49235 17794 35921 8269 30442 48407 21137 26324 36375 19019
805306,34631 47766
805333,None
805402,32566 47144 13176
805508,42972 4687 26698 42731 45 24184 47357 31683
805574,26165 46820 23630 46206
805584,35914 27966 13113 47766 37966
805599,5450 21903 13176 5496 35951
805670,4210 19348 24852 21267 17163 8251 22594 7175 30233 45447 22035 30561 42091 8518 16254 25197 29370 45066 21777 43961 34243 16759 45842 27744 44422 29285 36036 890 40706 27966 46916 14553 47531 30949 14778
805683,10481 24952 7412
805685,47626 29487 2770 42736 8424 7644 28931 19535 46059 13997 17794 30305 10473 40606 10255 1897
805738,43928 2668 25335 49198 9107 12965 43792
805805,13176 7606 23909 4836 15515 14875 26343
805812,15290 29487 38383 21903 45007 47630
805817,34854 1199 45104 22736 30353 40376 45767 27845
805837,39922 48034 16797
805864,8571 21386 21137
805922,27086 40777 39475 36550 17695 41149
805947,46692 40376 45977 17634 45656
806006,23039
806026,39581 33452 47766 5818 47144
806035,4920 27845
806088,21709 44632 24852
806117,48142 43352 16797 13176
806146,34137 25513 3773 49111 20580 30233
806173,33000
806226,3896 40174 47766 13176 6948 3957 44359 45007 21903 41950 30391
806374,24852 12276 31683 49054 44511 40844 27475 49235 38444 26348 46026 14536 36350 28204 11265 1158 47993 28977 49683
806512,16965
806546,24852 47626 47156 38739 26209 47912 27344 21137 8277 21616 45 48679 34358
806547,24852 21903 47144 21137 49683 47626 42265 9210 8424 39560 30489 45066
806592,13176 12341 6184 47402 32303 19691 39408 49235 38928
806806,46088 350 38444
806847,9018 36011 24852 23148 44866 6111 20226 12196 28879
807188,29487
807227,47209 21405 46820
807240,27845 16262 37029 35221 47626 43772 7781 13176 27086 14633
807249,6087
807318,49235 14947 24852 35221 44632 4920
807326,37067 7669 21903
807357,196
807395,6184
807489,34389
807493,23909 18855 16185 47866 10957
807565,29270 23047 30952 19173 32134 44149 18918 13870
807566,31805 38768
807600,49439 329 26165 23650 27845 7676 2664 5144
807638,8390 9411 43631 41148
807649,24852 14652 44632 5450 28156 15902 43735 17429 22276 16797 21077 46979
807662,5479 39322 20738
807738,12341
807802,30776 13176 16757
807811,18534 46903 23909 14421 2240 3318 22882 39275
807956,24852 18594 22035 33000 11520 47672 43654 6348
808014,24852 45603 48559
808104,32747 31533 2091 21267 28132 21513
808105,26047 25332 24852 8174 6748 12456 25965 21903 46969 4142 19894 30776 38694 44359 15693 49683 28985 23029
808110,36835 41363 41349 23585
808117,23288 34794 5212 31640 45613 43961 36724
808125,16759 49235
808128,31717 11712 28985 30391
808200,24441 196 21195
808222,49279 21129 34619 47144 27294 27730
808245,47626 22089 45007 30169 26131 6046 39558 47209 46906 9210
808310,29623 45066 8174 5161 35221 35842 44632 24852 47912 41597 9623 26131
808369,32519 13834 42804 45531
808383,21903 46676 46979 37119 39475 25890 33731 8424 13198 19934 23909
808385,32177 47626 42265 11777
808408,17902
808411,38750 47323
808420,5077 40332 21288 34841 32433 49605
808534,47141 21405 35939 34358
808649,37727 43442 45504 47209 38544 22935 29307 33959 43122 17461
808762,16615 24852
808790,13176 32478 16797 12341 4920 36557 21573 21769
808801,37766 24852 16797 16489 45066 41787
808808,1463 47209 24852 41950
808888,23236 12204 24852 41149
808896,18465 14806 20723
808903,41273 10957 26885 40709 33950
808931,1940 10070 9292 25804
808983,38928 196 6184 13575 31651
808985,6046 21903
809032,13249 44799 17330 10673 43183
809033,13176 19180 47209 30391 30233 33754 13838
809066,20082 432 32057 9298 19821 49098 5737 31893 23646 25346 34380 40174 32820
809067,24852 47977 37776
809101,24852 1940 26209 1313 31717
809349,18709 3434
809389,21386
809444,18790 9438
809498,38768
809624,21267 31236 19660 7916 8518
809716,2033 33319 3407
809788,40199 40063 47144 28715 34262 13176 4920 24489
809881,24852 47766 19057 17461 47626 13646 49520 25890 15290 29675 4799 16797 1999
809884,47626 49621 10851 44142 4374 29311 38739 15712 16589 1463 42985 41625 17691
809981,2002 8087 46802 21137
810025,4957 22124 13431 16097 33754 25146 48190 6606 48665 21267 18523 37646 25630 7177 9290 32864 42193 18770 12622 33957 14086 35469 9424 39200 12962 42736 8697 22808
810103,44487 30618 196 14252 40997 33863 40910
810160,44292 6774 49005 24184 47766
810206,8424 49683 27966 15221
810220,13176 29487 10369 21938 46331 38777 19057 18926 4605
810249,30639
810347,18918 24082 12935 13176 17948 12703 44815 10753 22935
810352,11868
810404,29487 28427 40709 6286 44292 40332 20175 27903 15290 49605 29061 44570 33909 29615
810474,32141 649 39581 35124 46053 25132 38185 18618 8859
810551,42029 39276
810559,1366 46820
810581,24852 20842 11777 37687 38739 13517 35921 47144
810597,47766 21137 26209 24852 47626 28842 3583 26369 27845 45007 16973 28204 8174 27966 33845 31717
810683,24852 4605 21938 49610 16953 26209 9387 10749
810874,21573 42475 12341
810881,33065
810882,24852 17878 21560 10603 46979 10749 45007 40706 48679
810902,13176 19180
810945,19348
810954,49235 44632 26209
811038,28427 21872 16797 46041 13176 29487 22144
811079,37506 38222 43889
811094,20940 16797 13176
811177,3957 5450 27966 39877 48110 13176 17794 8518 21137 27156 27845 20638 329
811325,23282 4472 4451 25890 21903
811335,8048 13176 12341 196
811342,32689 12341
811431,17295
811433,24668 4713
811440,42265 43352
811464,39462 13393
811506,13176 43394 4472 2295
811641,24852 37646 21783 20574 37687 6046 40556 5212 32303 47626 10343
811682,38285
811786,3957 28985 15950 42265
811818,17341 36118 20738 29095 24852 40028 13176
811825,13176 47209 18465 21137 40001 40706 21387 32757 26604
811855,37876 26683 17902 48946 23543 5876 36606
811924,5785 20682 27801 30135 1514 24852 6489 8022 6300
811936,31992 42240
811966,25965 29941 13640 18583 29180 10305 38694 24852 45066 45302 28953 25340 18682
812022,15739 48812 41046
812089,24852 32655 30489 30391
812106,40363 46035 33308 12968
812127,26670 49235 40987
812131,5450 24852 38689 24616 17600 13646 10753 29672 43643 26283 43122
812139,47766 30391
812163,27966 33653
812208,38456 24852 27086 27845 4920
812274,10232 21616 22624 38504 9623 45930
812391,38768 32079 33000
812409,4792 30391 21137 5785 43086 8277 42110
812439,45603 6287 8903
812441,24852 34886 19619 39108 41290
812450,40541 43740 47873 33214 9047
812560,24852 7806
812593,None
812623,12341 38944 45066 2979 21616 2966 21417 3952 24852 32689
812710,14874 47209 13496 9839 5876 38164 26949 27104 15937
812803,27966 47209 25965 21903 8174 32655
812849,26376 27690 30795 4210
812923,13176 21903 41950
812963,15424 29487 14536 6245 13733 4726
813009,43352 16797
813026,4210 26604 47626 25146 16277 41787 6195 32655
813053,27845 27392 18176 8555 21903
813171,47626
813178,21903 29244 8174 9839 48103 16083 19057 8518 47209 39534 37158 47626 26369 20589 45073 38293 44116 21616 1406 1752 33120 20280 5612 36976 21938 13605 24850 45495 48476 2043 20995 3479 18370 10401 22825
813194,35842 47873 26131 6933 25472 29328 45007 47209
813246,41273 25265
813420,19660 5876 5258 9337 17795 35535 46667
813440,34050 39560 16797 24852 27845 41658 47766 26429 36011 42425 4920
813469,30142 19678 47209 21903 7649 34428 28289
813574,13176 3957 20392 21137 38312 42479 41041 44204 24489 1546
813702,24852 30391 4472 5785 47780
813775,4781 5876 26062
813861,24852 29487 1559 40332 47626
814078,19660 24852 17461 47626 23282
814125,8859 32691 14874 2846
814227,49191 15950
814359,27845 47766 39275 24852 21137
814383,13176 40198 31215 17758 17183 26324 19068
814500,31542 23734 35752
814516,1185 17630 43373 14491 24852 16249 10125 4853 9076 30121 7591
814565,5328 23926 46820 13031 21616 27695 48679 21614 34243 43086 18352 26856 11452 23645 43789 47209 12419
814603,36603 25495 3820 38400
814633,25931 47209 27086 43619
814761,43352 39275 13176
814778,23909 4895 41290 27033 23341 12191 38200 17859 9535 40 32492 12909 31355
814799,4210
814872,None
814874,17630 40174 13176 39475 19084 44479 45763 895 14874 22825 16668 21137
814888,2962
815079,20339 40852 2014 37687 23805 15649 6187 27663 23094 11132 47492 8847 35887 14678 27695 37158 44949 25043
815083,38689 27845 35628 24838 6532 33623
815087,39475 35951
815108,23879 27695 49235 18670 37119 10292 21903
815125,46149
815134,24852 26209 28849
815135,21137 47626 44570 47209 18027 30489
815212,11520 43122 24852 21903 28204
815216,47766 31103 9505 4942 5212 4605 4576
815297,47209 44008 38689 3896 30967 42536 6347 41950 22935 4799 40427 8174 19154 35951 13176 14647 37646 21137 27966 43122 45007 21246 41220 16965 6187 44632 48171 34262 40516
815357,47766 34969 37646 16185 25890 26209 432
815410,14084 19660 45007 38383
815490,46575 19057 19800 20082 5077
815580,24852 30391 34126 21903 2078 34244
815646,3765 27344 13176 39646
815682,41950 5479 36510 26369 17191 45007 44632 9092 21709 24852
815690,33232 13176 15399 5115 33352 12384 12341 17948 15872 47209 24852 27104
815728,33147 12341 13176 31651 21903 4149
815783,26914 47993
815807,4724
815891,7076 36011 25504 21137 34380 18465 5876 28535 40706
815960,48857 31720 6774
815982,9124 6750 39475 36550 28465 8277 26604 6348
816008,5077 46159 6934 15269 35914 19068 23909 16797
816024,39275 37357 21053 21616 11090 21938 21137
816069,35628 21137 28985
816190,1194 17769 35762
816199,13176 31915 33055 40723 22825
816222,42360 25706 35271
816384,15290 23909 31958 39475 35079 43295 1875
816391,11520 39561 42803 7781 41950
816405,24852 329 24184 47114 8277 17795 4920 1443 24964
816412,44683 37687 47626 17429 32465 28289
816444,30489 21903 47626 16083 24852 13263 45106 47766 19370 6348 13083 19348 48182 40706 273 39911 16185 49235 23375 34126 17949 36695 44422 35535 45007 30563 27104
816620,24852 33787 44632 19057 4920 41870 22935 34128 27086 42265 49235 8022
816675,45190
816749,10749 27966 36695 21137 32578 39275 8277
816790,38768
816875,39275
816898,40940 19660 24838 37349
816902,15650 4552 33122 34862 264 3661 13230
816957,13176 18465 24852 27845 47759 25767 46584 42110
817054,27845 43621 49683 24184 32579 13870 21376 18594 21137 4920 28204
817056,13176 29869 14084 17429 42265 10166 46738 35594 25340 10558 24160 48283
817070,13176 32478 45051 46516
817103,17652 8424 21137 27845 35336 40710 3376 20574 21386 14084 49396 24852 8277 25890
817113,24852 4562 260 29594 21938 45066 22312 30720
817224,34429 13176 47766 8277 32429 8736 47388 34141 36164 41787
817342,47766 21543
817403,2855 5456 13500
817501,12341 38768 21292 28918 4724 30406
817618,13176 26346 27086 43352 9138 5612 2421 5876 46979 8424 49683 38293
817647,45036 16696 14366
817722,24235 25480 24852 17615 43295 15424
817726,24852 26209 45104 32177 4562 47626 28204 23909 38693
817736,42504 44042
817742,24954 44636 47943
817745,32689
817771,21267 1511 28928 42585 31717
817818,13029 18022 35826 5450 4605
817822,24852 21903 47626 46979 25890 47766 48679 4945 28985 21616 42265 4605 8424 33120
817852,29487 4451 13780 47626 28842 44987
817982,27845 21903 10995 30949 31717 18465 17630 8012
817986,27845 13176
818059,11520 46676 260 46979 30489
818135,40396 43352 45066 24852 16797 4920 24235 10025 40571 47630 43122 21077 17872 3397
818274,35951 24852 27845 13176 17948 23879 19678 17872 45007 22935
818428,27845 33120 39275
818491,27845 13176 6347 17803 27966 3957 35951 39275 13646 19057 27086
818549,33198 17149 1511 22825 28204 27344 25499
818647,1940 47766 45066 39928 21408 34429 47626 33198 24852 5479 12667
818665,31764 30597 34063 45190 18616 37374 2214 37619 1543 23410 31506
818766,5479 27845 21096
818816,10374 19604 22882 25495
818861,19348 28148 1360 4961 45866
818863,11983 13203 47141 8501 5077 18534 47366 48163 17616 37564 25153 23296
818865,16797 38739 49235 40571 37158 18629 24852 24413 19604 9076 41453 27307 9741 20327 47616 44557 7781 23915 22695 43248 16786 12139 46684 37504 33466
818893,196 41276 39657 31651
818914,28910 23410 2717 47163
818915,17794 12980 10504
818930,19125 41787 7722 15937 18465 6475 20114 24852 5450 17758 45763 47626 4605 17429
818935,25718 19057 42265 34128 47766 4920 46906 38322 43352 29363 30776 13176 27845 45437 30489 19006 45445 21137 40063 21376 39275 34991 13249 48110 27966
818974,4210 40866
819041,27979
819049,32141 8496 22825 23039 19691 42495 43183
819054,6286 40332 18379 24231 40709 47141 28427 16185 20175 5450 5460
819132,7116 47141 37687
819155,17902
819164,33198 14645 24852 47144 47759 28204 21333 6631 26916
819186,32689
819197,35121 3957
819231,24852 12657 23296 9510 47087 18337
819241,36274 21261 37460 30316 44964 42731 30727 39560 16696 40574
819267,15950 39194 21553 27730 44359 22142 38274 8193
819355,27845 48679 33000
819477,31981 39275 48527 14992 39962
819507,4145 37836 45468 47993
819541,30391 40706 24830 21405 35503
819546,6758
819547,None
819627,18883 27966
819727,329
819783,7483 29095 13371
819806,12732
819810,37067 21267 43352 35163 40516
819814,34668 7693 30135
819829,24852 29413
819835,26384 28593 45106
819846,12919
819861,30592 34262 41149 13176 8277 10605
819916,4210
819978,30635 24852 44606 45 43352 40706 47759
819991,22025 47570 42887 23915 31578 35124 6236 14381 1689 41453 22736 6221 30696 23892
819992,32486 47209
819999,13176 25466 35951 7916 47029 1890 27086
820013,27845 4957 47626 26209 19019 31467 32734
820027,45051 26348 41400 20641 46562
820061,24799 46955 47209 31717 8518
820089,13176 46969 21137 40761 329 16083 24062 27999 25138 31378
820108,48628 40310 19820 25138 16759
820174,6287 24276 30776
820197,35221 781 10369 42002
820229,3055 17316 14858 35221 23740 15872 22935 47626 27966 34134 48004 46346 49215 36944 4957 5077 24852 48596 41264 7116 42356 11009 22122 15902 21938 3512 2180 15860 40348 47209 45645 12020 32943 5114 42585 25830 24838 40174 3861 38400 33503 42450
820298,16974
820449,9839 7054 36724
820458,None
